,0.222222222222
VP_PP_NP_PP_NP_PP,0.111111111111
PP,0.111111111111
NP_PP_NP_ADVP_PP,0.0555555555556
PP_NP_NP_PP_NP_PP_NP_VP_NP_PP_NP_PP_NP_VP_NP_PP_NP_PP,0.0555555555556
VP_PP_NP_PP_NP_PP_NP_PP,0.0555555555556
ADVP_PP,0.0555555555556
NP_VP_PP_NP_PP_VP_NP_VP_PP_NP_PP_NP_PP_NP_PP,0.0555555555556
VP_ADJP_NP_PP,0.0555555555556
VP_PP_NP_PP_VP_NP_VP_PP_NP_PP_NP_PP_NP_PP,0.0555555555556
